id,thread_id,sentence
73,3,"We demonstrate an optimized set of task parameters and the utility of this apparatus for assessing lesion-induced motor impairments. Herein, we provide an open-source, scalable, platform for training and assessing skilled reaching in mice with minimal need for experimenter handling that is equivalent to gold-standard, manual single pellet training paradigms."
73,4,For this and other projects related to #DataAnalysis #Software #DataRepositories #AnimalElectrophysiology visit https://openneuroscience.com
74,0,Self Organizing Recurrent Neural Networks https://github.com/Saran-nns/sorn  ... 🧵
74,2,"SORN is a class of neuro-inspired artificial network build based on plasticity mechanisms in biological brain and mimic neocortical circuits ability of learning and adaptation through neuroplasticity mechanisms. sorn is an open source PyPi package provides platform to Develop, Simulating and Experiment Neuro-plasticity driven Self Organizing Recurrent Neural Networks."
74,3,"In addition to various data analysis methods (spike trains, neural connectivity, distance measures,. etc), a sample workaround to integrate sorn with 3rd party AI experiment tool-kit OpenAI Gym is also provided. This allows the researchers to investigate the prospects of applying brain inspired networks to solve general intelligence tasks."
74,4,For this and other projects related to #Hardware #Behaviour #Optogenetics #Software visit https://openneuroscience.com
75,0,BigPint Bioconductor package that makes BIG (RNA seq) data pint sized https://github.com/lindsayrutter/bigPint  ... 🧵
75,1,"The BigPint package can help examine any large multivariate dataset. However, we note that the example datasets and example code in this package consider RNA-sequencing datasets."
75,2,"If you are using this software for RNA-sequencing data, then it can help you confirm that the variability between your treatment groups is larger than that between your replicates and determine how various normalization techniques in popular RNA-sequencing analysis packages (such as edgeR, DESeq2, and limma) affect your dataset."
75,3,"Moreover, you can easily superimpose lists of differentially expressed genes (DEGs) onto your dataset to check that they show the expected patterns (large variability between treatment groups and small variability between replicates)."
75,5,1) BigPint software website: https://lindsayrutter.github.io/bigPint/  2) Article explaining the BigPint methodology: https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2968-1  3) Research article showcasing the BigPint software: https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-5767-1  4) Article explaining the BigPint software: https://journals.plos.org/ploscompbiol/article? id=10.1371/journal.pcbi.1007912
75,6,For this and other projects related to #Optogenetics #Software #Hardware #TutorialsLearningPortals visit https://openneuroscience.com
76,0,Computational Cognitive Neuroscience 4th Ed https://compcogneuro.org  ... 🧵
76,2,"This is the 4th edition of the online, freely available textbook, providing a complete, self-contained introduction to the field of Computational Cognitive Neuroscience, where computer models of the brain are used to understand a wide range of cognitive functions, including perception, attention, motor control, learning, memory, language, and executive function."
76,3,"The first part of this textbook develops a coherent set of computational and neural principles that capture the behavior of networks of interconnected neurons, and the second part applies these principles to understand the above-listed cognitive functions."
76,4,For this and other projects related to #Other #Other #Other #Other visit https://openneuroscience.com
77,0,Emergent Neural Network Simulation Software https://github.com/emer/emergent  ... 🧵
77,1,"Neural network simulation software written in Go and Python, for developing biologically-based but also computationally functional neural models."
77,2,"Features an interactive 3D interface for visualizing networks and data, and has many implemented models of a wide range of cognitive phenomena."
77,3,For this and other projects related to #Hardware #Benchtop visit https://openneuroscience.com
78,0,Uncertainpy A python toolbox for uncertainty quantification and sensitivity analysis tailored towards computational neuroscience https://github.com/simetenn/uncertainpy  ... 🧵
78,1,Uncertainpy is a python toolbox for uncertainty quantification and sensitivity analysis tailored towards computational neuroscience. Uncertainpy is model independent and treats the model as a black box where the model can be left unchanged.
78,2,Uncertainpy implements both quasi-Monte Carlo methods and polynomial chaos expansions using either point collocation or the pseudo-spectral method. Both of the polynomial chaos expansion methods have support for the rosenblatt transformation to handle dependent input parameters.
78,3,"Uncertainpy is feature based, i.e., if applicable, it recognizes and calculates the uncertainty in features of the model, as well as the model itself. Examples of features in neuroscience can be spike timing and the action potential shape."
78,4,"Uncertainpy is tailored towards neuroscience models, and comes with several common neuroscience models and features built in, but new models and features can easily be implemented."
78,5,"It should be noted that while Uncertainpy is tailored towards neuroscience, the implemented methods are general, and Uncertainpy can be used for many other types of models and features within other fields."
78,6,For this and other projects related to #DataRepositories #ComputationalNeuroscience #DataAnalysis #Simulations visit https://openneuroscience.com
79,0,YAPiC https://yapic.github.io/yapic/  ... 🧵
79,1,"With YAPiC you can make your own customized filter (also called model or classifier) to enhance a certain structure of your choice with a simple Python based command line interface, installable with pip."
79,2,"We have used YAPiC so far for analyzing various microscopy image data. Our experiments are mainly related to neurobiology, cell biology, histopathology and drug discovery (high content screening). However, YAPiC is a very generally applicable tool and can be applied to very different domains."
79,3,"It could be used for detecting e.g. forest regions in satellite images, clouds in landscape photographs or fried eggs in food photography. Pixel classification in YAPiC is based on deep learning wit fully convolutional neural networks."
79,4,"Development of YAPiC started in 2015, when Ronneberger et al. presented a U-shaped fully convolutional neural network that was capable of solving highly challenging pixel classification tasks in bio images, such as tumor classification in histological slides or cell segmentation in brightfield DIC images."
79,5,"YAPiC was designed to make this new kind of AI powered pixel classification simply applicable, i.e feasible to use for a PhD student in his/her imaging project."
79,6,For this and other projects related to #DataAnalysis #HumanNeuroscience #Software visit https://openneuroscience.com
8,0,Neuroanatomy and Behaviour https://epistemehealth.com  ... 🧵
8,1,Neuroanatomy and Behaviour (ISSN: 2652-1768) is a free open access journal for behavioural neuroscience and related fields. Powered by free open source software to eliminate costs and keep grant funds doing science. Scientist-run and non-profit.
8,2,For this and other projects related to #ComputationalNeuroscience #DataAnalysis #Software visit https://openneuroscience.com
80,0,neurolib https://github.com/neurolib-dev/neurolib  ... 🧵
80,1,"Easy whole-brain modeling for computational neuroscientists 👩🏿‍🔬💻🧠  In its essence, neurolib is a computational framework for simulating coupled neural mass models written in Python."
80,2,It helps you to easily load structural brain scan data to construct brain networks where each node is a neural mass representing a single brain area.
80,3,"This network model can be used to simulate whole-brain dynamics.  neurolib provides a simulation and optimization framework which allows you to easily implement your own neural mass model, simulate fMRI BOLD activity, analyse the results and fit your model to empirical data. With neurolib, our goal is to create a hackable framework for coders and focus on the simulation and optimization machinery."
80,4,"In this sense, neurolib is primarily a modern research tool and our main goal is to provide an accessible research framework. However, it is built with people in mind who are new to the field and just want to get going."
80,5,We have made it as easy as possible to setup a simulation or to implement your own model and run your experiments.
80,6,For this and other projects related to #Hardware #MolecularBiology #Microscopes visit https://openneuroscience.com
81,0,Computer-controlled dog treat dispenser https://github.com/unl-cchil/canine_treat_dispenser  ... 🧵
81,1,"When performing canine operant conditioning studies, the delivery of the reward can be a limiting factor of the study."
81,2,"While there are a few commercially available options for automatically delivering rewards, they generally require manual input, such as using a remote control, in accordance with the experiment script. This means that human reaction times and transmission distances can cause interruptions to the flow of the experiment."
81,3,"The potential for development of non-supervised conditioning studies is limited by this same factor. To remedy this, we retrofitted an off-the-shelf treat dispenser with new electronics that allow it to be remotely controllable as well as act as an experiment computation, data storage, and networking center."
81,4,"We present a fully integrated dispenser driver board with a complementary Raspberry Pi. With rather simple modifications, the commercial treat dispenser can be modified into a computer-controlled dispenser for canine cognition experiments or for other forms of canine training or games."
81,5,For this and other projects related to #TutorialsLearningPortals #ComputationalNeuroscience visit https://openneuroscience.com
82,0,ERPLAB https://github.com/lucklab/erplab  ... 🧵
82,1,"ERPLAB Toolbox is a free, open-source Matlab package for analyzing ERP data. It is tightly integrated with EEGLAB Toolbox, extending EEGLAB’s capabilities to provide robust, industrial-strength tools for ERP processing, visualization, and analysis."
82,2,"A graphical user interface makes it easy for beginners to learn, and Matlab scripting provides enormous power for intermediate and advanced users."
82,3,For this and other projects related to #Software #HumanNeuroscience #DataAnalysis #ComputationalNeuroscience visit https://openneuroscience.com
83,0,PocketPCR-Pocket size USB powered PCR Thermo Cycler http://gaudi.ch/PocketPCR/  ... 🧵
83,1,The PocketPCR is a so called thermocycler used to activate biological reactions. To do so the device raises and lowers the temperature of the liquid in the small tubes.
83,2,"The polymerase chain reaction (PCR) is a method widely used in molecular biology to make copies of a specific DNA segment. Applications of the technique include DNA cloning for sequencing, analysis of genetic fingerprints, amplification of ancient DNA and gene cloning. Simpler, smaller and more affordable."
83,3,This ultra portable and compact thermocycler was designed with the goal to bring the cost down to affordable price for anyone who wants to do some Do-It-Your-Self biology with a DNA starter kit in his kitchen. The PocketPCR can be run from a simple USB power adapter.
83,4,The device can be operated stand alone and all parameters can be set without the need of a computer or smartphone.
83,5,For this and other projects related to #Hardware #Prosthetics #HumanNeuroscience #Other visit https://openneuroscience.com
84,0,TGAC Browser http://browser.tgac.ac.uk/  ... 🧵
84,1,The TGAC Browser is a Genomic Browser with novel rendering and annotation capabilities designed to overcome some shortcomings in available approaches. It was developed to visualize genome annotations from Ensembl Database Schema.
84,2,"The TGAC Browser provides the following features:  Responsiveness: Client-side rendering and caching, based on JSON fragments generated by server logic, helps decrease the server load and improves user experience."
84,3,"User-friendly browser Interaction: Live data searching, track modification, and drag and drop selection; actions that are seamlessly powered by modern web browsers. Analysis Integration: The ability to carry out heavyweight analysis tasks, using tools such as BLAST, via a dedicated extensible daemon service."
84,4,"User Annotation: Users can edit annotations which can be persisted on the server, reloaded, and shared at a later date. Off-the-shelf Installation: The only prerequisites are a web application container, such as Jetty or Tomcat, and a standard Ensembl database to host sequence features."
84,5,For this and other projects related to #Behaviour #Software #Hardware #Benchtop visit https://openneuroscience.com
85,0,openEyeTrack - An open source high-speed eyetracker https://github.com/chand-lab/openEyeTrack  ... 🧵
85,1,"Vision is one of the primary senses, and tracking eye gaze can offer insight into the cues that affect decision-making behavior. Thus, to study decision-making and other cognitive processes, it is fundamentally necessary to track eye position accurately."
85,2,"However, commercial eye trackers are 1) often very expensive, and 2) incorporate proprietary software to detect the movement of the eye."
85,3,"Closed source solutions limit the researcher’s ability to be fully informed regarding the algorithms used to track the eye and to incorporate modifications tailored to their needs. Here, we present our software solution, openEyeTrack, a low-cost, high-speed, low-latency, open-source video-based eye tracker."
85,5,"Video-based eye trackers can perform nearly as well as classical scleral search coil methods and are suitable for most applications.  openEyeTrack is a video-based eye-tracker that takes advantage of OpenCV, a low-cost, high-speed infrared camera and GigE-V APIs for Linux provided by Teledyne DALSA, the graphical user interface toolkit QT5 and cvui, the OpenCV based GUI. All of the software components are freely available."
85,6,"The only costs are from the hardware components such as the camera (Genie Nano M640 NIR, Teledyne DALSA, ~$450, ~730 frames per second) and infrared light source, an articulated arm to position the camera (Manfrotto: $130), a computer with one or more gigabit network interface cards, and a power over ethernet switch to power and receive data from the camera."
85,7,"By using the GigE-V Framework to capture the frames from the DALSA camera and the OpenCV simple blob detector, openEyeTrack can accurately estimate the position and area of the pupil. We include pupil size calculations because of its putative link to arousal levels and emotions of the subject."
85,8,For this and other projects related to #Software #ComputationalNeuroscience #DataAnalysis #Other visit https://openneuroscience.com
86,0,Brain Explained https://anchor.fm/brain-explained  ... 🧵
86,1,Brain Explained explores the latest neuroscience that is fresh of the press. Tune in each month to listen to a deep dive interview into a research paper or thesis with the researcher.
86,2,Gain an understanding of what its like to be a researcher at the cutting edge and an understanding of the brain at the molecular level.
86,3,For this and other projects related to #Software #DataAnalysis #CalciumImaging #Fluorescence visit https://openneuroscience.com
87,0,Collaborative Informatics and Neuroimaging Suite Toolkit for Anonymous Computation (COINSTAC) https://github.com/trendscenter/coinstac  ... 🧵
87,1,COINSTAC provides a platform to analyze data stored locally across multiple organizations without the need for pooling the data at any point during the analysis.
87,2,It is intended to be an ultimate one-stop shop by which researchers can build any statistical or machine learning model collaboratively in a decentralized fashion.
87,3,This framework implements a message passing infrastructure that will allow large scale analysis of decentralized data with results on par with those that would have been obtained if the data were in one place.
87,4,For this and other projects related to #CalciumImaging #Fluorescence #Microscopes #Behaviour visit https://openneuroscience.com
88,0,Greedy https://greedy.readthedocs.io/en/latest/index.html  ... 🧵
88,1,Greedy is a tool for fast medical image registration. It is a fast CPU-based deformable image registration tool that can be used in applications where many images have to be registered in parallel.
88,2,It can perform affine and rigid image (2D and 3D data) registration. You can also supply masks for restricting registration to specific regions.
88,3,For this and other projects related to #Software #AnimalElectrophysiology visit https://openneuroscience.com
89,0,NetPyNE https://github.com/Neurosim-lab/netpyne  ... 🧵
89,1,"NetPyNE (Networks using Python and NEURON) is a Python package to facilitate the development, simulation, parallelization, analysis, and optimization of biophysical neuronal networks using the NEURON simulator."
89,2,"For more details, installation instructions, documentation, tutorials, forums, videos and more, please visit: www.netpyne.org"
89,3,For this and other projects related to #Software #DataAnalysis #Microscopes #Fluorescence visit https://openneuroscience.com
9,0,BossDB https://bossdb.org/  ... 🧵
9,1,"BossDB is a volumetric database that lives in the AWS cloud. Hundreds of terabytes of electron microscopy, light microscopy, and x-ray tomography data are available for free download and study. Have a project you want to share with the world for free?"
9,2,Get in touch! https://twitter.com/thebossdb
9,3,For this and other projects related to #Microscopes #Hardware #Fluorescence #Software visit https://openneuroscience.com
90,0,Psygo https://github.com/henry-burgess/psygo  ... 🧵
90,1,The easiest way to get started creating online behavioural experiments!
90,2,"psygo is a CLI tool that streamlines the development of custom jsPsych plugins, allowing you to create custom behavioural experiments that can be run online. psygo also helps you test your experiment locally. All the hard work is done for you, from setting up a project, to preparing it for administration."
90,3,For this and other projects related to #Software #DataAnalysis #Fluorescence #Behaviour visit https://openneuroscience.com
91,0,jsPsych https://www.jspsych.org  ... 🧵
91,1,jsPsych is a JavaScript library for running behavioral experiments in a web browser. The library provides a flexible framework for building a wide range of laboratory-like experiments that can be run online.
91,2,"To use jsPsych, you provide a description of the experiment in the form of a timeline. jsPsych handles things like determining which trial to run next, storing data, and randomization. jsPsych uses plugins to define what to do at each point on the timeline."
91,3,Plugins are ready-made templates for simple experimental tasks like displaying instructions or displaying a stimulus and collecting a keyboard response. Plugins are very flexible to support a wide variety of experiments. It is easy to create your own plugin if you have experience with JavaScript programming.
91,4,For this and other projects related to #DataRepositories #HumanElectrophysiologyAnimalElectrophysiologyCalciumImagingFluorescence #DataAnalysisComputationalNeuroscience visit https://openneuroscience.com
92,0,Efficient training of mice on the 5-choice serial reaction time task in an automated rodent training system https://github.com/hangyabalazs/ATS  ... 🧵
92,1,"Experiments aiming to understand sensory-motor systems, cognition and behavior necessitate training animals to perform complex tasks."
92,2,"Traditional training protocols require lab personnel to move the animals between home cages and training chambers, to start and end training sessions, and in some cases, to hand-control each training trial. Human labor not only limits the amount of training per day, but also introduces several sources of variability and may increase animal stress."
92,3,"Here we present an automated training system for the 5-choice serial reaction time task (5CSRTT), a classic rodent task often used to test sensory detection, sustained attention and impulsivity."
92,4,"We found that full automation without human intervention allowed rapid, cost-efficient training, and decreased stress as measured by corticosterone levels. Training breaks introduced only a transient drop in performance, and mice readily generalized across training systems when transferred from automated to manual protocols."
92,5,"We further validated our automated training system with wireless optogenetics and pharmacology experiments, expanding the breadth of experimental needs our system may fulfill."
92,6,"Our automated 5CSRTT system can serve as a prototype for fully automated behavioral training, with methods and principles transferrable to a range of rodent tasks."
92,7,For this and other projects related to #Software #Simulations #ComputationalNeuroscience visit https://openneuroscience.com
93,0,OPETH: Open Source Solution for Real-Time Peri-Event Time Histogram Based on Open Ephys https://github.com/hangyabalazs/opeth  ... 🧵
93,1,Single cell electrophysiology remains one of the most widely used approaches of systems neuroscience.
93,2,"Decisions made by the experimenter during electrophysiology recording largely determine recording quality, duration of the project and value of the collected data. Therefore, online feedback aiding these decisions can lower monetary and time investment, and substantially speed up projects as well as allow novel studies otherwise not possible due to prohibitively low throughput."
93,3,Real-time feedback is especially important in studies that involve optogenetic cell type identification by enabling a systematic search for neurons of interest.
93,4,"However, such tools are scarce and limited to costly commercial systems with high degree of specialization, which hitherto prevented wide-ranging benefits for the community. To address this, we present an open-source tool that enables online feedback during electrophysiology experiments and provides a Python interface for the widely used Open Ephys open source data acquisition system."
93,5,"Specifically, our software allows flexible online visualization of spike alignment to external events, called the online peri-event time histogram (OPETH)."
93,6,"These external events, conveyed by digital logic signals, may indicate photostimulation time stamps for in vivo optogenetic cell type identification or the times of behaviorally relevant events during in vivo behavioral neurophysiology experiments. Therefore, OPETH allows real-time identification of genetically defined neuron types or behaviorally responsive populations."
93,7,"By allowing ""hunting"" for neurons of interest, OPETH significantly reduces experiment time and thus increases the efficiency of experiments that combine in vivo electrophysiology with behavior or optogenetic tagging of neurons."
93,8,For this and other projects related to #OptogeneticsHardware #Optogenetics #Benchtop #Software visit https://openneuroscience.com
94,0,Open Source Tools for Temporally Controlled Rodent Behavior Suitable for Electrophysiology and Optogenetic Manipulations https://github.com/hangyabalazs/Rodent_behavior_setup  ... 🧵
94,1,Understanding how the brain controls behavior requires observing and manipulating neural activity in awake behaving animals. Neuronal firing is timed at millisecond precision.
94,2,"Therefore, to decipher temporal coding, it is necessary to monitor and control animal behavior at the same level of temporal accuracy. However, it is technically challenging to deliver sensory stimuli and reinforcers as well as to read the behavioral responses they elicit with millisecond precision."
94,3,"Presently available commercial systems often excel in specific aspects of behavior control, but they do not provide a customizable environment allowing flexible experimental design while maintaining high standards for temporal control necessary for interpreting neuronal activity."
94,4,"Moreover, delay measurements of stimulus and reinforcement delivery are largely unavailable."
94,5,"We combined microcontroller-based behavior control with a sound delivery system for playing complex acoustic stimuli, fast solenoid valves for precisely timed reinforcement delivery and a custom-built sound attenuated chamber using high-end industrial insulation materials. Together this setup provides a physical environment to train head-fixed animals, enables calibrated sound stimuli and precisely timed fluid and air puff presentation as reinforcers."
94,6,We provide latency measurements for stimulus and reinforcement delivery and an algorithm to perform such measurements on other behavior control systems.
94,7,"Combined with electrophysiology and optogenetic manipulations, the millisecond timing accuracy will help interpret temporally precise neural signals and behavioral changes."
94,8,"Additionally, since software and hardware provided here can be readily customized to achieve a large variety of paradigms, these solutions enable an unusually flexible design of rodent behavioral experiments."
94,9,For this and other projects related to #Software #DataAnalysis visit https://openneuroscience.com
95,0,Pirecorder: Controlled and automated image and video recording with the raspberry pi https://github.com/JolleJolles/pirecorder  ... 🧵
95,1,"pirecorder is a Python package, built on the picamera and OpenCV libraries, that provides a flexible solution for the collection of consistent image and video data with the raspberry pi."
95,2,"It was developed to overcome the need for a complete solution to help researchers, especially those with limited coding skills, to easily set up and configure their raspberry pi to run large numbers of controlled and automated image and video recordings using optimal settings."
95,4,"Pirecorder consists of a number of interconnected modules to facilitate key aspects of media recording: 1) setting-up and configuring the camera, 2) recording images, videos, time-lapses, and standardised video sequences with automatic file-naming, 3) easy scheduling of future recordings, and 4) converting of recorded media with resize, timestamp, and monitoring options. All functionalities are designed to make it very straightforward, even for users with limited coding experience, to configure, initiate, schedule, and convert recordings."
95,5,"In particular, pirecorder offers interactive streaming functionalities to facilitate users in positioning and focusing the camera, selecting the desired white-balance and other image parameters using trackbars, and set the ideal camera shutter speed."
95,6,"Furthermore, pirecorder comes with a dedicated documentation website with detailed information and tutorials (jollejolles.github.io/pirecorder) as well as a set of annotated Jupyter Notebooks to help users integrate the raspberry pi and pirecorder in their work."
95,9,"Key Features: - Controlled recording using custom, easy-to-edit configuration files - Record single images and videos, timelapses, and sequences of videos - Configure camera settings interactively via a live camera stream - Dynamically draw the region of interest for your recordings - Automatic naming of files and folders with relevant and custom labels - Easy scheduling and automating recordings in the future - Direct control of all modules via simple terminal commands - Convert (folders of) images and videos with resize, monitor, and label options - Dedicated documentation website with detailed guides and tutorials: https://jollejolles.github.io/pirecorder/ - Jupyter notebook tutorial files  A paper accompanying the package is published in the Journal of Open Source Software: Jolles, J.W."
95,10,"(2020). pirecorder: controlled and automated image and video recording with the raspberry pi. J. Open Source Softw. 5, 2584. doi: 10.21105/joss.02584"
95,11,For this and other projects related to #Software #DataAnalysis #HumanElectrophysiology #HumanNeuroscience visit https://openneuroscience.com
96,0,napari https://napari.org/  ... 🧵
96,1,"Napari is a fast, interactive, multi-dimensional image viewer for Python. It’s designed for browsing, annotating, and analyzing large multi-dimensional images."
96,2,"It’s built on top of Qt (for the GUI), vispy (for performant GPU-based rendering), and the scientific Python stack (numpy, scipy)."
96,3,For this and other projects related to #Software #DataAnalysis #CalciumImaging #AnimalElectrophysiology visit https://openneuroscience.com
97,0,An open-source experimental framework for automation of high-throughput cell biology experiments https://github.com/frescolabs/FrescoM  ... 🧵
97,1,"Modern Biology methods require a large number of high quality experiments to be conducted, which requires a high degree of automation."
97,2,Our solution is an open-source hardware that allows for automatic high-throughput generation of large amounts of cell biology data. The hardware consists of an automatic XY-stage for moving a multiwell plate containing growing cells; a perfusion manifold allowing application of up to 8 different solutions; and a small epifluorescent microscope.
97,3,It is extremely cheap (approximately £400 without and £2500 with a fluorescent microscope) and is easily customizable for individual experimental needs. We demonstrate the usability of this platform with high-throughput Ca2+ imaging and large-scale labelling experiments.
97,4,"All building instructions, software and PCB Gerber file are provided."
97,5,For this and other projects related to #Software #Behaviour #DataAnalysis visit https://openneuroscience.com
98,0,KineMouse Wheel https://hackaday.io/project/160744-kinemouse-wheel  ... 🧵
98,1,Who says you can't reinvent the wheel?! This running wheel for head-fixed mice allows 3D reconstruction of body kinematics using a single camera and DeepLabCut (or similar) software.
98,2,"A lightweight, transparent polycarbonate floor and a mirror mounted on the inside allow two views to be captured simultaneously. All parts are commercially available or laser cut. See example usage here: https://elifesciences.org/articles/63596"
98,3,For this and other projects related to #Computers #Software #Behaviour #Hardware visit https://openneuroscience.com
99,0,SignalBuddy https://hackaday.io/project/167649-signalbuddy  ... 🧵
99,1,"SignalBuddy is an easy-to-make, easy-to-use signal generator for scientific applications. Making friends is hard, but making SignalBuddy is easy. All you need is an Arduino Uno!"
99,2,SignalBuddy replaces more complicated and (much) more expensive signal generators in laboratory settings where one millisecond resolution is sufficient.
99,3,For this and other projects related to #CalciumImaging #DataAnalysis #Software #Microscopes visit https://openneuroscience.com
